text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,1,2,IBUBdzzeLV7Mt01PpeE6ecTW50U,ḥꜣ.t-ꜥ,ḥꜣ.t-ꜥ,𓄂𓐰𓂝,𓄂𓂝,"['𓄂', '𓂝']",853378,ḥꜣ.t-ꜥ,NOUN,,"Anfang (von etwas, mit versch. Präpositionen)",,,0.0,"['𓄂', '𓂝']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,13,IBUBdyVdMGRw7k2fpcW4ZuwQc40,r,r,𓂋,𓂋,['𓂋'],91910,r,PREP,,so dass; bis dass (Konjunktion),,,0.0,['𓂋'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,14,IBUBd0gqqgopyUXSm9hxlk5dM2Y,wnn,wnn,𓃹𓈖𓐰𓈖,𓃹𓈖𓈖,"['𓃹', '𓈖', '𓈖']",46050,wnn,VERB,,existieren; sein,,,0.0,"['𓃹', '𓈖', '𓈖']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,15,IBUBdw59SlADKkOStOrraue4HM4,mꞽ,mꞽ,𓏇𓇋,𓏇𓇋,"['𓏇', '𓇋']",67820,mꞽ,PREP,,wie,,,0.0,"['𓏇', '𓇋']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,16,IBUBdQWS6LXKt0QvldtI0i7Z4ow,sḫr.PL,sḫr.PL,𓋴𓐍𓐰𓂋𓏛𓐰𓏥,𓋴𓐍𓂋𓏛𓏥,"['𓋴', '𓐍', '𓂋', '𓏛', '𓏥']",142820,sḫr,NOUN,,Abfall (von Feldfrüchten),,,0.0,"['𓋴', '𓐍', '𓂋', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,17,IBUBd1eCSYTueEMbvPtOn0gvNJc,šw,šw,𓆄𓏲𓇳,𓆄𓏲𓇳,"['𓆄', '𓏲', '𓇳']",152730,šwi̯,ADJ,,trocken,,,0.0,"['𓆄', '𓏲', '𓇳']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,18,IBUBd7MlzMBGl0WRki7EbC0jb0g,nn,nn,𓂜𓐰𓈖,𓂜𓈖,"['𓂜', '𓈖']",84550,nn,PART,,"[Negationswort, systematisch unterschieden von n]",,,0.0,"['𓂜', '𓈖']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,19,IBUBdzc4jq0TiklJtVsN9mxVvok,nqw.t,nqw.t,𓈖𓐰𓈎𓅱𓐰𓏏𓈗,𓈖𓈎𓅱𓏏𓈗,"['𓈖', '𓈎', '𓅱', '𓏏', '𓈗']",89070,nqw.t,NOUN,,Feuchtigkeit,,,0.0,"['𓈖', '𓈎', '𓅱', '𓏏', '𓈗']","['complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,20,IBUBdWqD8Ume7EJ7kmlT8LKOAoE,r,r,𓂋,𓂋,['𓂋'],91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,0.0,['𓂋'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,15,21,IBUBd3AbWxa4K0aOiygepf5PzdA,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,16,1,IBUBdw258PWXF0w2ngk8ggATRdY,šdi̯.ḫr,šdi̯.ḫr,𓄞𓐰𓂧𓂝𓐍𓐰𓂋,𓄞𓂧𓂝𓐍𓂋,"['𓄞', '𓂧', '𓂝', '𓐍', '𓂋']",158710,šdi̯,VERB,,nehmen; herausnehmen; entfernen; (Gaben) darbringen,,,0.0,"['𓄞', '𓂧', '𓂝', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,16,2,IBUBdWzCDgvSuEpfjQajzST0KV0,⸗tw,⸗tw,𓏏𓏲,𓏏𓏲,"['𓏏', '𓏲']",170100,⸗tw,PRON,,[Suffix Pron. sg.3.c.],,,0.0,"['𓏏', '𓏲']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,2,IBUBd5x5OeFJjU80snCZyQW8JrU,ꞽr,ꞽr,𓇋𓂋,𓇋𓂋,"['𓇋', '𓂋']",28160,ꞽr,PREP,,was anbetrifft (vorangestellt zur Betonung eines Satzgliedes),,,0.0,"['𓇋', '𓂋']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,3,IBUBd8obUMKmCEtkmzhOVrqKzSk,ꞽsk,ꞽsk,𓇋𓋴𓎢,𓇋𓋴𓎢,"['𓇋', '𓋴', '𓎢']",31760,ꞽsk,PART,,[nichtenkl. Einleitungspartikel],,,0.0,"['𓇋', '𓋴', '𓎢']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,4,IBUBd9fuQ5r5l0UAmpYIoQpaTKo,st,st,𓋴𓏏,𓋴𓏏,"['𓋴', '𓏏']",147350,st,PRON,,es [Enkl. Pron. sg.3.c.],,,0.0,"['𓋴', '𓏏']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,5,IBUBd84Q1B6LoEHzifSxSznpIU4,qb(.w),qb.w,𓈎𓃀𓏁𓈗,𓈎𓃀𓏁𓈗,"['𓈎', '𓃀', '𓏁', '𓈗']",160170,qbb,VERB,,kühl sein; kühlen,,,0.0,"['𓈎', '𓃀', '𓏁', '𓈗']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,6,IBUBd05d5jQuq06itVT0BogLEKU,rḏi̯.ḫr,rḏi̯.ḫr,𓂋𓐰𓂝𓐍𓐰𓂋,𓂋𓂝𓐍𓂋,"['𓂋', '𓂝', '𓐍', '𓂋']",96700,rḏi̯,VERB,,geben; legen; setzen; zeigen,,,0.0,"['𓂋', '𓂝', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,7,IBUBd7vC3oagn0qaqLnbGbGQLa0,⸗tw,⸗tw,𓏏𓏲,𓏏𓏲,"['𓏏', '𓏲']",170100,⸗tw,PRON,,[Suffix Pron. sg.3.c.],,,0.0,"['𓏏', '𓏲']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,8,IBUBdwMg8DepDkSYs62awPHWh1c,r,r,𓂋,𓂋,['𓂋'],91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,0.0,['𓂋'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,9,IBUBdzbaySnQgEeJiDCxKis0Dno,ꜥnḏ.w,ꜥnḏ.w,𓂝𓐰𓈖𓈋𓏲𓏊𓏤,𓂝𓈖𓈋𓏲𓏊𓏤,"['𓂝', '𓈖', '𓈋', '𓏲', '𓏊', '𓏤']",39110,ꜥnḏ.w,NOUN,,[ein Topf],,,0.0,"['𓂝', '𓈖', '𓈋', '𓏲', '𓏊', '𓏤']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,10,IBUBd49lYf8GIEjTpK4Xf77c1Bc,r,r,𓂋,𓂋,['𓂋'],91909,r,PREP,,um zu (final); [Zweck],,,0.0,['𓂋'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,11,IBUBdxfHWOtpokWxqlP7eQsDvws,ꞽꜥi̯.t,ꞽꜥi̯.t,𓇋𓂝𓐰𓏏𓈗,𓇋𓂝𓏏𓈗,"['𓇋', '𓂝', '𓏏', '𓈗']",21550,ꞽꜥi̯,VERB,,waschen,,,0.0,"['𓇋', '𓂝', '𓏏', '𓈗']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,12,IBUBd42V5Fb5i0znpVv7AyaS2Rc,st,st,𓋴𓏏,𓋴𓏏,"['𓋴', '𓏏']",147350,st,PRON,,es [Enkl. Pron. sg.3.c.],,,0.0,"['𓋴', '𓏏']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,14,IBUBdQZWIVSnW0EgvzPrstCQZnE,ḥr,ḥr,𓁷𓑂𓏤,𓁷𓏤,"['𓁷', '𓏤']",400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,17,15,IBUBd1QupUw6BEQJjFbkvxTXOWc,ꞽtr.w,ꞽtr.w,𓇋𓏏𓐰𓂋𓏲𓈘𓐰𓈇,𓇋𓏏𓂋𓏲𓈘𓈇,"['𓇋', '𓏏', '𓂋', '𓏲', '𓈘', '𓈇']",33370,ꞽtr.w,NOUN,,Fluss; Kanal; Nil,,,0.0,"['𓇋', '𓏏', '𓂋', '𓏲', '𓈘', '𓈇']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,18,1,IBUBd9psL1yjgkWJpSIgUAoEmTE,ꞽꜥi̯.w.ḫr,ꞽꜥi̯.w.ḫr,𓇋𓂝𓐰𓅱𓈗𓐍𓐰𓂋,𓇋𓂝𓅱𓈗𓐍𓂋,"['𓇋', '𓂝', '𓅱', '𓈗', '𓐍', '𓂋']",21550,ꞽꜥi̯,VERB,,waschen,,,0.0,"['𓇋', '𓂝', '𓅱', '𓈗', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,18,2,IBUBd9z9ZEQW0Ebyvyk123SXnYA,⸗tw,⸗tw,𓏏𓏲,𓏏𓏲,"['𓏏', '𓏲']",170100,⸗tw,PRON,,[Suffix Pron. sg.3.c.],,,0.0,"['𓏏', '𓏲']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,18,3,IBUBdwrhIzMNaErYhFtuPuFxOOg,r,r,𓂋,𓂋,['𓂋'],91908,r,PREP,,"[mit folgendem Eigenschaftswort, adverbiell]",,,0.0,['𓂋'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,18,4,IBUBd3wIhn2BEkc5pBDrqAfpEZA,mnḫ,mnḫ,𓏠𓐰𓈖𓐍𓐰𓍊︂𓏛,𓏠𓈖𓐍𓍊︂𓏛,"['𓏠', '𓈖', '𓐍', '𓍊', '︂', '𓏛']",71080,mnḫ,VERB,,vortrefflich sein; trefflich machen,,,0.0,"['𓏠', '𓈖', '𓐍', '𓍊', '︂', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,1,IBUBd45f1uioF0RCpQEqGnSU7as,rḫ,rḫ,𓂋𓐰𓐍𓏛,𓂋𓐍𓏛,"['𓂋', '𓐍', '𓏛']",95620,rḫ,VERB,,wissen; kennen; erkennen; wissen dass (mit Verbform),,,0.0,"['𓂋', '𓐍', '𓏛']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,2,IBUBd6XY02Ypw0t8jIuQnnw4TNw,⸗tw,⸗tw,𓏏𓏲,𓏏𓏲,"['𓏏', '𓏲']",170100,⸗tw,PRON,,[Suffix Pron. sg.3.c.],,,0.0,"['𓏏', '𓏲']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,3,IBUBd6sxai9O6Ufvhys1Q0VLtaM,ꞽꜥꜥ,ꞽꜥꜥ,𓇋𓂝𓐰𓂝𓈗𓀜,𓇋𓂝𓂝𓈗𓀜,"['𓇋', '𓂝', '𓂝', '𓈗', '𓀜']",21550,ꞽꜥi̯,VERB,,waschen,,,0.0,"['𓇋', '𓂝', '𓂝', '𓈗', '𓀜']","['complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,4,IBUBdxFh0PTq402KkbOBzfDdQ34,⸗sn,⸗sn,𓋴𓈖𓐰𓏥,𓋴𓈖𓏥,"['𓋴', '𓈖', '𓏥']",10100,⸗sn,PRON,,[Suffix Pron. pl.3.c.],,,0.0,"['𓋴', '𓈖', '𓏥']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,6,IBUBd9kg2T9WWEYYqiwd4bIB8Ac,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107530,ḥr,PREP,,weil (Konjunktion),,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,7,IBUBd6bvIHQu40VShyE3o9NmyE0,dp,dp,𓂧𓐰𓊪𓐱𓏯𓀁,𓂧𓊪𓏯𓀁,"['𓂧', '𓊪', '𓏯', '𓀁']",178970,dp,VERB,,schmecken; kosten; spüren,,,0.0,"['𓂧', '𓊪', '𓏯', '𓀁']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,8,IBUBd7VWMK6UKUgKnZWhN4IWeYo,⸗tw,⸗tw,𓏏𓏲,𓏏𓏲,"['𓏏', '𓏲']",170100,⸗tw,PRON,,[Suffix Pron. sg.3.c.],,,0.0,"['𓏏', '𓏲']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,9,IBUBd3SRbew2N0A1u9iGz9sPorQ,dp.t,dp.t,𓂧𓐰𓊪𓏏𓐰𓄓𓀁,𓂧𓊪𓏏𓄓𓀁,"['𓂧', '𓊪', '𓏏', '𓄓', '𓀁']",179020,dp.t,NOUN,,Geschmack,,,0.0,"['𓂧', '𓊪', '𓏏', '𓄓', '𓀁']","['complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,10,IBUBd72Qixdz4UzXlpcQtMKP6W0,nꜣ-n,nꜣ-n,𓈖𓐰𓄿𓐰𓈖,𓈖𓄿𓈖,"['𓈖', '𓄿', '𓈖']",550050,nꜣ-n,PRON,,diese [Dem.Pron. pl.c]; diese [Dem.Pron. sg.c],,,0.0,"['𓈖', '𓄿', '𓈖']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,11,IBUBdWP2Dv3WGEeHkYxNSUn2Ndo,mw,mw,𓈗,𓈗,['𓈗'],69000,mw,NOUN,,Wasser,,,0.0,['𓈗'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,12,IBUBd60rAfh5lULYuUzAQCZAXj4,n.tꞽ,n.tꞽ,𓈖𓐰𓏏𓐱𓏭,𓈖𓏏𓏭,"['𓈖', '𓏏', '𓏭']",89850,n.tꞽ,PRON,,der welcher (Relativpronomen),,,0.0,"['𓈖', '𓏏', '𓏭']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,13,IBUBd9m8ffq0NU7KtzY6QbMqdMg,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,14,IBUBdxgIJUfNHUGfr2feihN5eyo,pꜣ,pꜣ,𓅯𓄿,𓅯𓄿,"['𓅯', '𓄿']",58760,pꜣ,PRON,,dieser [Dem.Pron. sg.m.],,,0.0,"['𓅯', '𓄿']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,15,IBUBd2ezOWnmCE6TreKdHMrQiWQ,ꜥnḏ.w,ꜥnḏ.w,𓂝𓐰𓈖𓈋𓏲𓏊𓏤,𓂝𓈖𓈋𓏲𓏊𓏤,"['𓂝', '𓈖', '𓈋', '𓏲', '𓏊', '𓏤']",39110,ꜥnḏ.w,NOUN,,[ein Topf],,,0.0,"['𓂝', '𓈖', '𓈋', '𓏲', '𓏊', '𓏤']","['complete', 'complete', 'complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,17,IBUBd5sbqVWQREqepIzbgpabAAk,nn,nn,𓂜𓐰𓈖,𓂜𓈖,"['𓂜', '𓈖']",84550,nn,PART,,"[Negationswort, systematisch unterschieden von n]",,,0.0,"['𓂜', '𓈖']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,18,IBUBd1yC6io9mUxJt1DYLgxDo3k,dḥr,dḥr,𓂧𓁷𓐰𓂋𓅪,𓂧𓁷𓂋𓅪,"['𓂧', '𓁷', '𓂋', '𓅪']",180450,dḥr.t,NOUN,,Bitternis,,,0.0,"['𓂧', '𓁷', '𓂋', '𓅪']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,19,IBUBd5VsWUj9QESHmaPq0JbEieU,nb,nb,𓎟,𓎟,['𓎟'],81660,nb,ADJ,,jeder; alle; irgendein,,,0.0,['𓎟'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,20,IBUBdWQxlBPARE86u6zQvslQLWQ,r,r,𓂋,𓂋,['𓂋'],91901,r,PREP,,"zu (lok.); bis (lok.); an (lok.); [in Richtung auf (e. Ort, e. Sache, e. Person)]; [lokal]",,,0.0,['𓂋'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,19,21,IBUBd4aLjFC0QE9BkX27dqlWbbs,⸗s,⸗s,𓋴,𓋴,['𓋴'],10090,⸗s,PRON,,[Suffix Pron.sg.3.f.],,,0.0,['𓋴'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,20,1,IBUBdyIOVPTMs0hHrf1phCNocSo,rḏi̯.ḫr,rḏi̯.ḫr,𓂋𓐰𓂝𓐍𓐰𓂋,𓂋𓂝𓐍𓂋,"['𓂋', '𓂝', '𓐍', '𓂋']",96700,rḏi̯,VERB,,geben; legen; setzen; zeigen,,,0.0,"['𓂋', '𓂝', '𓐍', '𓂋']","['complete', 'complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,20,2,IBUBdztQttRCuELHj1TBqgpJOEQ,⸗tw,⸗tw,𓏏𓏲,𓏏𓏲,"['𓏏', '𓏲']",170100,⸗tw,PRON,,[Suffix Pron. sg.3.c.],,,0.0,"['𓏏', '𓏲']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,20,3,IBUBdw0tDA8P5E5DjuFetCIWkkY,n,n,𓈖,𓈖,['𓈖'],78873,n,PREP,,hin zu; von her; [Dativ: Richtung],,,0.0,['𓈖'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,20,4,IBUBd9H7EqUnukSnmilJX7zgbVM,šw,šw,𓆄𓏲𓇳,𓆄𓏲𓇳,"['𓆄', '𓏲', '𓇳']",152750,šw,NOUN,,Licht; Sonne,,,0.0,"['𓆄', '𓏲', '𓇳']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,21,1,IBUBd5vzxzWNSkEkhBW1pEXUlfs,sš,sš,𓊃𓐰𓈙𓀜,𓊃𓈙𓀜,"['𓊃', '𓈙', '𓀜']",144320,zš,VERB,,ausbreiten; ausstreuen,,,0.0,"['𓊃', '𓈙', '𓀜']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,21,2,IBUBd3LqpDwhIUs6iUfXPaPXGd8,ḥr,ḥr,𓁷,𓁷,['𓁷'],400090,ḥr,PREP,,auf; über; vor; hinter; [lokal],,,0.0,['𓁷'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,21,3,IBUBd9XLss8W3U3An9ox8HxKG8w,ḥbs,ḥbs,𓋳𓏲,𓋳𓏲,"['𓋳', '𓏲']",103750,ḥbs,NOUN,,Kleid; Hülle; Tuch,,,0.0,"['𓋳', '𓏲']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,21,4,IBUBdWQNKwzY10jCjOAZu95nKzg,n,n,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,21,5,IBUBd0Qc1HXOFUmSujiNniKVOqE,rḫt(ꞽ),rḫtꞽ,𓅺𓐰𓏏𓀜,𓅺𓏏𓀜,"['𓅺', '𓏏', '𓀜']",95930,rḫt.ꞽ,NOUN,,Wäscher,,,0.0,"['𓅺', '𓏏', '𓀜']","['complete', 'complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,22,1,IBUBdyYETQcxIUTUi8PVrp19aQY,ꞽr,ꞽr,𓇋𓂋,𓇋𓂋,"['𓇋', '𓂋']",28160,ꞽr,PREP,,was anbetrifft (vorangestellt zur Betonung eines Satzgliedes),,,0.0,"['𓇋', '𓂋']","['complete', 'complete']"
VBLHGTRTIFDSFLCP7UOE7256V4,Medizinische Texte || pEdwin Smith || 21.9-22.10 = Vso 4.8-5.10: Verjüngungsmittel,22,2,IBUBd5Bodrhr7Epkj5uv7ey0YAs,ꞽst,ꞽst,𓇋𓋴𓏏,𓇋𓋴𓏏,"['𓇋', '𓋴', '𓏏']",31830,ꞽsṯ,PART,,[nichtenkl. Einleitungspartikel],,,0.0,"['𓇋', '𓋴', '𓏏']","['complete', 'complete', 'complete']"
