text,text_name,line,word,ref,frag,norm,unicode_original,unicode_word,unicode,lemma_id,cf,pos,mask,sense,inst,reading,break_perc,unicode_splitted,break
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",2,2,IBYCeHA0p4jgAEx8ove2UWsCzu4,šsꜣ.w,šsꜣ.w,𓄃𓏲𓏛𓐰𓏥,𓄃𓏲𓏛𓏥,"['𓄃', '𓏲', '𓏛', '𓏥']",157100,šsꜣ.w,NOUN,,Diagnostik; Heilkunde,,,0.0,"['𓄃', '𓏲', '𓏛', '𓏥']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",165,1,IBYCeFN36OxENUWukZMaKdN3ga4,šmm.t,šmm.t,𓈙𓅓𓅓𓏏𓊮,𓈙𓅓𓅓𓏏𓊮,"['𓈙', '𓅓', '𓅓', '𓏏', '𓊮']",154920,šmm.t,NOUN,,Hitze; Fieber,,,0.0,"['𓈙', '𓅓', '𓅓', '𓏏', '𓊮']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",165,2,IBYCeOxRzm9gLUZ4ufLphIVU2s4,qꜣ.t,qꜣ.t,𓈎𓄿𓏏𓀠,𓈎𓄿𓏏𓀠,"['𓈎', '𓄿', '𓏏', '𓀠']",158990,qꜣ,ADJ,,hoch; lang; laut,,,0.0,"['𓈎', '𓄿', '𓏏', '𓀠']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",165,3,IBYCeAHmaHQ7tUtWugoQqyXW2pY,ḥr,ḥr,𓁷𓏤,𓁷𓏤,"['𓁷', '𓏤']",107529,ḥr,PREP,,[mit Infinitiv]; [Bildungselement des Präsens I],,,0.0,"['𓁷', '𓏤']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",165,4,IBYCeEoeCcqetEKfqpWazZg9cpg,pri̯.t,pri̯.t,𓉐𓂋𓐰𓏏|lb𓂻,𓉐𓂋𓏏𓂻,"['𓉐', '𓂋', '𓏏', '𓂻']",60920,pri̯,VERB,,herauskommen; herausgehen,,,0.0,"['𓉐', '𓂋', '𓏏', '𓂻']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",165,6,IBYCeGBdvJgUZUeZo2nDtdH87Sw,ꞽm,ꞽm,𓇋𓅓,𓇋𓅓,"['𓇋', '𓅓']",400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,"['𓇋', '𓅓']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",165,7,IBYCeC18GNzW7EoymSE6OZEOT4I,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",166,1,IBYCeJVkQVDbGkILuW0d9N21WbU,sp.t.DU,sp.t.DU,𓋴𓊪𓐰𓏏𓂏,𓋴𓊪𓏏𓂏,"['𓋴', '𓊪', '𓏏', '𓂏']",132440,sp.t,NOUN,,Lippe; Rand; Ufer,,,0.0,"['𓋴', '𓊪', '𓏏', '𓂏']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",166,2,IBYCeJQUrvxHbkQPqQNPB6yEq8Q,⸗fꞽ,⸗fꞽ,𓆑𓏭,𓆑𓏭,"['𓆑', '𓏭']",10060,⸗fꞽ,PRON,,[Suffix Pron. sg.3.m. nach Dual],,,0.0,"['𓆑', '𓏭']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",166,3,IBYCeGSNmEq3PE11ulgzed1uJts,dšr,dšr,𓂧𓐰𓈙𓂋𓐰𓏯,𓂧𓈙𓂋𓏯,"['𓂧', '𓈙', '𓂋', '𓏯']",180690,dšr,VERB,,rot werden; rot sein,,,0.0,"['𓂧', '𓈙', '𓂋', '𓏯']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",167,1,IBYCeJak1QS5LUQymYHsDkn0DB8,rʾ,rʾ,𓂋𓏤,𓂋𓏤,"['𓂋', '𓏤']",92570,rʾ,NOUN,,Öffnung; Tür,,,0.0,"['𓂋', '𓏤']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",167,2,IBYCeLEy0lgsskcWhpCCEvWdnfE,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",167,3,IBYCeMBekHfmmUFslETbaK0oX7Q,wn,wn,𓃹𓐰𓈖𓉿𓐰𓂝,𓃹𓈖𓉿𓂝,"['𓃹', '𓈖', '𓉿', '𓂝']",46060,wn,VERB,,öffnen; sich öffnen,,,0.0,"['𓃹', '𓈖', '𓉿', '𓂝']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,1,IBYCeKWXR7jxX0Nunc0wiJ8e2iU,ꞽw,ꞽw,𓇋𓏲,𓇋𓏲,"['𓇋', '𓏲']",851515,ꞽw,PART,,[zur Satzmarkierung und in komplexen Verbformen],,,0.0,"['𓇋', '𓏲']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,2,IBYCeCqyWqfDaECQvk0RoxSYXfA,ḏd.n,ḏd.n,𓆓𓂧𓈖,𓆓𓂧𓈖,"['𓆓', '𓂧', '𓈖']",185810,ḏd,VERB,,sagen; mitteilen,,,0.0,"['𓆓', '𓂧', '𓈖']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,3,IBYCeFnz0TIdWEgqottc0EVrDrM,ṯꜣw,ṯꜣw,𓅷𓄿𓏲𓏛,𓅷𓄿𓏲𓏛,"['𓅷', '𓄿', '𓏲', '𓏛']",174460,ṯꜣ.w,NOUN,,Buchsammlung,,,0.0,"['𓅷', '𓄿', '𓏲', '𓏛']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,4,IBYCeG8gORtUREuVvpLxPIj0TzQ,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,5,IBYCeLJFkiC4h0BIuYyawwBNXsw,ꞽr(.ꞽ),ꞽr.ꞽ,𓇋𓂋𓐰𓏛,𓇋𓂋𓏛,"['𓇋', '𓂋', '𓏛']",863008,ꞽr.ꞽ,NOUN,,Glossar,,,0.0,"['𓇋', '𓂋', '𓏛']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,6,IBYCeCYvrmncXkPKgxLKu8Xof4M,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,7,IBYCeBcfEXIr90T2kC5Clz4RaEw,wbn.w,wbn.w,𓇶𓏌𓏲𓂐,𓇶𓏌𓏲𓂐,"['𓇶', '𓏌', '𓏲', '𓂐']",45190,wbn.w,NOUN,,offene Wunde; Verletzung,,,0.0,"['𓇶', '𓏌', '𓏲', '𓂐']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,8,IBYCeHdrxLUb2EfMs304LlXhMIg,r,r,𓂋,𓂋,['𓂋'],91903,r,PREP,,betreffs; bezüglich; gemäß,,,0.0,['𓂋'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,9,IBYCeIpjhdStck5ij2DiHCbgu7Y,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,10,IBYChHa7kSO2cEFshuIaUvfdYr0,wnn,wnn,𓃹𓐰𓈖𓈖,𓃹𓈖𓈖,"['𓃹', '𓈖', '𓈖']",400006,wnn,VERB,,[aux.],,,0.0,"['𓃹', '𓈖', '𓈖']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,11,IBYChAeuERPp1EpRrXjUO8MQJ9g,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,13,IBYCeHWbeNRMD0K6njebUoBYw9k,pw,pw,𓊪𓏲,𓊪𓏲,"['𓊪', '𓏲']",59741,pw,PRON,,[Zweitnomen (zweigliedriger NS)]; [Kopula (dreigliedriger NS)],,,0.0,"['𓊪', '𓏲']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,14,IBYCeLoIPlLKr0Z7vpCaxAKEjAo,šf.w,šf.w,𓈙𓐰𓆑𓐱𓏲𓐎𓐰𓏥,𓈙𓆑𓏲𓐎𓏥,"['𓈙', '𓆑', '𓏲', '𓐎', '𓏥']",154160,šfu̯,VERB,,anschwellen; geschwollen sein,,,0.0,"['𓈙', '𓆑', '𓏲', '𓐎', '𓏥']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,15,IBcDR0tfyWbzRUhrnWiY7Y9bDgo,r,r,𓂋,𓂋,['𓂋'],91903,r,PREP,,betreffs; bezüglich; gemäß,,,0.0,['𓂋'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,16,IBYCeNvy0rKpHUqwoHwrW3xyKuc,ꜥꜣ.t,ꜥꜣ.t,𓉻𓐰𓏏𓐱𓏛,𓉻𓏏𓏛,"['𓉻', '𓏏', '𓏛']",34860,ꜥꜣ.t,NOUN,,das Große; die Größe; das Schwierige,,,0.0,"['𓉻', '𓏏', '𓏛']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",168,17,IBcDR7O1NnaqfUZptObopkXJ0W4,wr.t,wr.t,𓅨𓐰𓂋𓐱𓏏,𓅨𓂋𓏏,"['𓅨', '𓂋', '𓏏']",47271,wr,ADJ,,groß; viel; reich; bedeutend,,,0.0,"['𓅨', '𓂋', '𓏏']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",169,1,IBYChDm25mjmpELljlCGQuh68SU,ḏd,ḏd,𓆓𓂧,𓆓𓂧,"['𓆓', '𓂧']",185810,ḏd,VERB,,sagen; mitteilen,,,0.0,"['𓆓', '𓂧']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",169,2,IBYChEOi6Jyxl01aiEaya8Kq1Yo,⸗tw,⸗tw,𓏏𓏲,𓏏𓏲,"['𓏏', '𓏲']",170100,⸗tw,PRON,,[Suffix Pron. sg.3.c.],,,0.0,"['𓏏', '𓏲']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",169,3,IBYCeMvFOOMOuUWalp4BHoL5AAo,nsr,nsr,𓈖𓐰𓄓𓊃𓂋𓊮,𓈖𓄓𓊃𓂋𓊮,"['𓈖', '𓄓', '𓊃', '𓂋', '𓊮']",88270,nsr,VERB,,brennen; verbrennen,,,0.0,"['𓈖', '𓄓', '𓊃', '𓂋', '𓊮']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",169,4,IBYCeCye3zZHv0jNoELQ53dyPno,r,r,𓂋,𓂋,['𓂋'],91908,r,PREP,,"[mit folgendem Eigenschaftswort, adverbiell]",,,0.0,['𓂋'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",169,5,IBYCeCFDEzHlBE6Wo01X4QQDRWY,qꜣi̯.t,qꜣi̯.t,𓈎𓄿𓏏𓀠,𓈎𓄿𓏏𓀠,"['𓈎', '𓄿', '𓏏', '𓀠']",159110,qꜣi̯,VERB,,hoch sein; lang sein; laut sein; erhaben sein,,,0.0,"['𓈎', '𓄿', '𓏏', '𓀠']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,1,IBYCeFZ4YQVYlkpWhlzBeyafzhk,ꞽr,ꞽr,𓇋𓂋,𓇋𓂋,"['𓇋', '𓂋']",28160,ꞽr,PREP,,was anbetrifft (vorangestellt zur Betonung eines Satzgliedes),,,0.0,"['𓇋', '𓂋']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,2,IBYCeC1QnCwR6krWq35f5zHxjj8,swš,swš,𓋴𓏲𓈙𓐰𓍢,𓋴𓏲𓈙𓍢,"['𓋴', '𓏲', '𓈙', '𓍢']",130770,zwš,NOUN,,Ballung (Krankheitserscheinung),,,0.0,"['𓋴', '𓏲', '𓈙', '𓍢']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,3,IBYCeIqpsQhqVEzsvXDTQnyLLF4,n(.ꞽ),n.ꞽ,𓈖,𓈖,['𓈖'],79800,n.ꞽ,ADJ,,von [Genitiv],,,0.0,['𓈖'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,4,IBYCeCbD9yAQ2kNpnNTOysZhWTw,srf,srf,𓋴𓂋𓐰𓆑|lb𓊮,𓋴𓂋𓆑𓊮,"['𓋴', '𓂋', '𓆑', '𓊮']",139390,srf,NOUN,,Wärme; Leidenschaft; Fieber,,,0.0,"['𓋴', '𓂋', '𓆑', '𓊮']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,6,IBYCeNVH4d6IcUNVtalO5WOlyG4,m,m,𓅓,𓅓,['𓅓'],400007,m,PREP,,in; zu; an; aus; [lokal],,,0.0,['𓅓'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,7,IBYCeNPreyhuTEclrcJlf3hpVm0,wbn.w,wbn.w,𓇶𓏌𓏲𓄹,𓇶𓏌𓏲𓄹,"['𓇶', '𓏌', '𓏲', '𓄹']",45190,wbn.w,NOUN,,offene Wunde; Verletzung,,,0.0,"['𓇶', '𓏌', '𓏲', '𓄹']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,8,IBYCeMHk4eQsQkQQurvVyUyCjOs,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,9,IBYCeDR0UFiIm0NHs4xzQYXuDkE,swš,swš,𓋴𓏲𓈙𓐰𓍢,𓋴𓏲𓈙𓍢,"['𓋴', '𓏲', '𓈙', '𓍢']",130750,zwš,VERB,,zusammenballen; zusammendrehen,,,0.0,"['𓋴', '𓏲', '𓈙', '𓍢']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,10,IBYCeGfklTrPqEAHo60W5MChCN4,srf,srf,𓋴𓂋𓐰𓆑𓊮,𓋴𓂋𓆑𓊮,"['𓋴', '𓂋', '𓆑', '𓊮']",139390,srf,NOUN,,Wärme; Leidenschaft; Fieber,,,0.0,"['𓋴', '𓂋', '𓆑', '𓊮']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,11,IBYCeOAWPEjHlUCVjp1INpVnTZM,pw,pw,𓊪𓏲,𓊪𓏲,"['𓊪', '𓏲']",59741,pw,PRON,,[Zweitnomen (zweigliedriger NS)]; [Kopula (dreigliedriger NS)],,,0.0,"['𓊪', '𓏲']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,12,IBYCeGlPpSQWH0RxqHIjqQfCMrg,pẖr,pẖr,𓄲𓐰𓂋𓂻,𓄲𓂋𓂻,"['𓄲', '𓂋', '𓂻']",61900,pẖr,VERB,,umhergehen; umwenden; zirkulieren; umgeben; durchziehen,,,0.0,"['𓄲', '𓂋', '𓂻']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,13,IBYCeLCIoJsZSEQflcFEWWHBP6I,ẖnw,ẖnw,𓄚𓐰𓈖𓏌𓏲,𓄚𓈖𓏌𓏲,"['𓄚', '𓈖', '𓏌', '𓏲']",123270,ẖnw,NOUN,,Inneres,,,0.0,"['𓄚', '𓈖', '𓏌', '𓏲']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,14,IBYCeEdrTnTXaUSgo4sGeShPyb8,wbn.w,wbn.w,𓇶𓄹,𓇶𓄹,"['𓇶', '𓄹']",45190,wbn.w,NOUN,,offene Wunde; Verletzung,,,0.0,"['𓇶', '𓄹']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,15,IBYCeLq3oOHCg0ADmeFSO7fFUW4,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,16,IBYCeKmwONsDgkJHkTI7Q0AL9Ws,r-ḏr,r-ḏr,𓂋𓇥𓐰𓂋,𓂋𓇥𓂋,"['𓂋', '𓇥', '𓂋']",92500,r-ḏr,PREP,,ganz; gesamt,,,0.0,"['𓂋', '𓇥', '𓂋']","['complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",170,17,IBYCeKsCmd4zhUletPWVF0RM0aI,⸗f,⸗f,𓆑,𓆑,['𓆑'],10050,⸗f,PRON,,[Suffix Pron. sg.3.m.],,,0.0,['𓆑'],['complete']
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",171,1,IBYCePKM7dO3xkX3pfOIr91svyY,ꞽr,ꞽr,𓇋𓂋,𓇋𓂋,"['𓇋', '𓂋']",28160,ꞽr,PREP,,was anbetrifft (vorangestellt zur Betonung eines Satzgliedes),,,0.0,"['𓇋', '𓂋']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",171,2,IBYCeCn8TkZygEGoqnZIJdNFge8,tms,tms,𓏏𓅓𓋴𓏞𓏛,𓏏𓅓𓋴𓏞𓏛,"['𓏏', '𓅓', '𓋴', '𓏞', '𓏛']",175540,ṯms,VERB,,rot sein,,,0.0,"['𓏏', '𓅓', '𓋴', '𓏞', '𓏛']","['complete', 'complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",171,4,IBYCeHwda2bY0UZwtpQ06np7Pio,sp.t.DU,sp.t.DU,𓋴𓊪𓐰𓏏𓂏,𓋴𓊪𓏏𓂏,"['𓋴', '𓊪', '𓏏', '𓂏']",132440,sp.t,NOUN,,Lippe; Rand; Ufer,,,0.0,"['𓋴', '𓊪', '𓏏', '𓂏']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",171,5,IBYCeLUFYrQk5U6Tj5ccTuW0cMw,⸗fꞽ,⸗fꞽ,𓆑𓏭,𓆑𓏭,"['𓆑', '𓏭']",10060,⸗fꞽ,PRON,,[Suffix Pron. sg.3.m. nach Dual],,,0.0,"['𓆑', '𓏭']","['complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",171,6,IBYCeNVA7GaZ1E4eh69vcKP7buA,dšr,dšr,𓂧𓐰𓈙𓂋𓐰𓏯,𓂧𓈙𓂋𓏯,"['𓂧', '𓈙', '𓂋', '𓏯']",180690,dšr,VERB,,rot werden; rot sein,,,0.0,"['𓂧', '𓈙', '𓂋', '𓏯']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",171,7,IBYChEBVlVxLHkjrsY0ts3e7Mvw,sp.t.DU,sp.t.DU,𓋴𓊪𓐰𓏏𓂏,𓋴𓊪𓏏𓂏,"['𓋴', '𓊪', '𓏏', '𓂏']",132440,sp.t,NOUN,,Lippe; Rand; Ufer,,,0.0,"['𓋴', '𓊪', '𓏏', '𓂏']","['complete', 'complete', 'complete', 'complete']"
G4RBISLJFVEMLJJZCGNLVQCCVU,"Medizinische Texte || pEdwin Smith || 9.18-17.19: Wundenbuch, Hals- und Rumpfverletzungen (Fall 28-48)",171,8,IBYCePer20TN9k5ciX2uqvvPOqk,⸗f(ꞽ),⸗fꞽ,𓆑,𓆑,['𓆑'],10060,⸗fꞽ,PRON,,[Suffix Pron. sg.3.m. nach Dual],,,0.0,['𓆑'],['complete']
